country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Africa,1972,,384930776,,9.762,0.025,352.239,20.035,6.031,1488.768,205.972,16.056,3.868,1.852,2.28,0.915,0.438,0.54,153.924,0.4,,,,130.397,5920.708,70702.375,4064.142,277.483,23.949,103688.383,1424.738,,2617.888,,64.65,0.168,4.414,0.011,,,1141.446,2.966,,,,,119.489,0.31,,,1007.706,3.036,2.17,7.151,2.703,2.67,1.298,7.385,1.328,8.617,0.086,20.505,1.255,,18.638,0.215,24.865,1.538,,,,,
Africa,1973,,395212420,,10.328,0.026,378.421,26.182,7.433,1274.881,-213.887,-14.367,3.226,1.524,1.834,0.958,0.452,0.544,154.291,0.39,,,,140.725,6299.13,71977.258,4218.433,357.489,29.309,104589.25,1553.173,,2761.587,,80.006,0.202,5.36,0.014,,,900.868,2.28,,,,,128.435,0.325,,,1091.414,3.033,2.215,5.92,2.632,2.693,1.331,7.353,1.353,9.869,0.097,20.503,1.275,,19.895,0.243,20.255,1.561,,,,,
Africa,1974,,406069208,,10.803,0.027,388.865,10.444,2.76,1275.461,0.58,0.046,3.142,1.446,1.744,0.958,0.441,0.532,157.241,0.387,,,,151.528,6687.994,73252.719,4375.674,438.851,34.421,105480.586,1687.521,,2817.23,,81.362,0.2,5.111,0.013,,,891.341,2.195,,,,,134.347,0.331,,,1143.99,3.168,2.285,5.977,2.681,2.723,1.364,7.324,1.377,10.934,0.106,20.504,1.299,,20.79,0.226,20.628,1.657,,,,,
Africa,1975,,417556976,,10.928,0.026,387.829,-1.036,-0.266,1268.522,-6.939,-0.544,3.038,1.429,1.605,0.929,0.437,0.491,162.187,0.388,,,,162.457,7075.824,74521.242,4537.861,503.16,40.843,106365.477,1831.503,,2905.482,,64.309,0.154,6.422,0.015,,,884.893,2.12,,,,,143.982,0.345,,,1213.204,3.223,2.274,5.921,2.687,2.751,1.395,7.294,1.401,11.566,0.118,20.502,1.328,,19.101,0.285,20.249,1.791,,,,,
Africa,1976,,429573262,,11.186,0.026,420.857,33.028,8.516,1104.332,-164.19,-12.943,2.571,1.169,1.293,0.98,0.446,0.493,171.906,0.4,,,,173.643,7496.681,75625.57,4709.767,580.96,49.728,107051.969,1982.582,,3070.074,,77.8,0.181,8.885,0.021,,,686.487,1.598,,,,,151.079,0.352,,,1318.822,3.159,2.339,4.953,2.744,2.774,1.427,7.244,1.427,12.241,0.134,20.465,1.354,,19.677,0.372,15.947,1.769,,,,,
Africa,1977,,441701768,,11.918,0.027,433.845,12.988,3.086,1196.019,91.687,8.302,2.708,1.22,1.337,0.982,0.442,0.485,176.693,0.4,,,,185.561,7930.524,76821.594,4886.46,652.509,63.397,107817.125,2142.597,,3150.345,,71.549,0.162,13.669,0.031,,,765.153,1.733,,,,,160.015,0.362,,,1391.513,3.214,2.345,5.221,2.753,2.799,1.458,7.201,1.452,12.726,0.161,20.439,1.38,,18.758,0.56,17.362,1.81,,,,,
Africa,1978,,454463053,,12.577,0.028,463.267,29.422,6.782,1074.638,-121.381,-10.149,2.365,1.067,1.163,1.02,0.46,0.501,178.676,0.393,,,,198.137,8393.791,77896.227,5065.136,724.215,97.832,108431.867,2308.471,,3179.396,,71.706,0.158,34.434,0.076,,,614.746,1.353,,,,,165.874,0.365,,,1444.918,3.186,2.428,4.612,2.735,2.821,1.491,7.146,1.477,13.126,0.233,20.392,1.404,,18.379,1.35,14.556,1.811,,,,,
Africa,1979,,467976240,,13.471,0.029,499.992,36.725,7.927,1150.158,75.519,7.027,2.458,1.087,1.15,1.069,0.473,0.5,197.363,0.422,,,,211.609,8893.783,79046.383,5262.499,811.934,117.489,109084.867,2490.253,,3363.918,,87.719,0.187,19.657,0.042,,,652.998,1.396,,,,,181.782,0.389,,,1574.234,3.369,2.549,4.858,2.885,2.85,1.527,7.097,1.504,13.814,0.263,20.359,1.433,,24.357,0.731,16.086,1.96,,,,,
Africa,1980,,481543145,,14.671,0.03,536.49,36.498,7.3,1136.925,-13.233,-1.151,2.362,1.028,0.642,1.114,0.485,0.303,212.398,0.441,,,,226.28,9430.273,80183.312,5474.896,888.182,152.121,109687.953,2688.794,,3512.101,,76.248,0.158,34.632,0.072,,,603.094,1.253,,,,,198.541,0.412,,,1691.228,3.644,2.751,4.82,3.024,2.891,1.566,7.05,1.534,14.339,0.321,20.317,1.472,,24.096,1.256,14.765,2.218,,,,,
Africa,1981,,495655683,,15.939,0.032,549.365,12.875,2.4,1206.91,69.986,6.156,2.436,1.08,0.623,1.109,0.492,0.284,237.34,0.479,,,,242.219,9979.639,81390.227,5712.236,940.721,181.522,110347.625,2902.94,,3827.793,,52.539,0.106,29.401,0.059,,,659.667,1.331,,,,,214.146,0.432,,,1897.268,3.957,2.886,5.152,3.388,2.943,1.607,7.011,1.57,14.628,0.362,20.274,1.518,,22.153,1.052,15.02,2.505,,,,,
Africa,1982,,510540596,,17.009,0.033,572.577,23.212,4.225,1172.469,-34.441,-2.854,2.297,1.019,0.571,1.122,0.498,0.279,250.232,0.49,,,,259.228,10552.216,82562.695,5962.469,985.671,205.507,110949.766,3139.341,,3961.192,,44.95,0.088,23.985,0.047,,,602.142,1.18,,,,,236.401,0.463,,,2022.349,4.242,3.032,5.033,3.511,3.004,1.649,6.973,1.607,14.785,0.388,20.221,1.573,,19.081,0.878,13.657,2.833,,,,,
Africa,1983,,525335348,,18.682,0.036,595.413,22.836,3.988,1489.803,317.334,27.065,2.837,1.286,0.7,1.134,0.514,0.28,260.943,0.497,,,,277.91,11147.629,84052.492,6223.412,1026.95,235.938,111846.422,3383.419,,3966.234,,41.279,0.079,30.431,0.058,,,896.654,1.707,,,,,244.078,0.465,,,2083.603,4.558,3.133,6.257,3.568,3.074,1.692,6.958,1.645,14.927,0.424,20.208,1.628,,19.394,1.102,18.661,2.955,,,,,
Africa,1984,,540183119,,19.395,0.036,650.254,54.841,9.211,1768.368,278.565,18.698,3.275,1.489,0.797,1.204,0.548,0.293,286.063,0.53,,,,297.304,11797.883,85820.859,6509.475,1072.514,283.508,112966.766,3635.082,,3976.417,,45.564,0.084,47.57,0.088,,,1120.341,2.075,,,,,251.663,0.466,,,2147.993,4.643,3.307,7.082,3.73,3.143,1.738,6.961,1.686,15.178,0.483,20.216,1.682,,24.398,1.58,21.114,3.022,,,,,
Africa,1985,,555652995,,19.095,0.034,666.655,16.401,2.522,1928.969,160.601,9.082,3.472,1.566,0.838,1.2,0.541,0.29,294.697,0.531,,,,316.4,12464.539,87749.828,6804.172,1123.914,332.356,114230.922,3887.697,,4022.767,,51.4,0.093,48.848,0.088,,,1264.153,2.276,,,,,252.614,0.455,,,2235.263,4.517,3.28,7.593,3.586,3.202,1.783,6.974,1.726,15.507,0.537,20.258,1.732,,28.328,1.565,24.883,3.034,,,,,
Africa,1986,,571646786,,18.313,0.032,690.671,24.015,3.602,1646.11,-282.859,-14.664,2.88,1.308,0.698,1.209,0.549,0.293,305.787,0.535,,,,334.712,13155.209,89395.938,7109.959,1176.932,390.713,115189.234,4142.892,,3997.938,,53.018,0.093,58.357,0.102,,,958.319,1.677,,,,,255.195,0.447,,,2285.408,4.159,3.348,6.394,3.668,3.243,1.828,6.962,1.766,15.867,0.602,20.244,1.777,,31.248,1.916,18.729,2.976,,,,,
Africa,1987,,588080029,,19.906,0.034,690.763,0.093,0.013,1612.237,-33.873,-2.058,2.742,1.265,0.667,1.175,0.542,0.286,312.518,0.532,,,,354.618,13845.972,91008.18,7422.477,1221.794,458.585,116113.555,4388.498,,4010.176,,44.862,0.076,67.872,0.115,,,924.317,1.572,,,,,245.605,0.418,,,2358.304,4.335,3.247,6.11,3.627,3.289,1.869,6.945,1.805,16.118,0.673,20.225,1.815,,27.522,2.053,18.078,2.838,,,,,
Africa,1988,,604511530,,21.533,0.036,726.007,35.243,5.102,1612.27,0.032,0.002,2.668,1.212,0.624,1.201,0.546,0.281,322.719,0.534,,,,376.152,14571.979,92620.445,7745.196,1271.028,527.537,117001.852,4652.067,,4176.937,,49.233,0.081,68.952,0.114,,,888.3,1.47,,,,,263.569,0.436,,,2525.007,4.453,3.284,5.935,3.622,3.339,1.91,6.924,1.844,16.367,0.736,20.202,1.856,,26.539,1.989,17.56,2.937,,,,,
Africa,1989,,621167964,,22.502,0.036,699.179,-26.827,-3.695,1566.573,-45.697,-2.834,2.523,1.142,0.602,1.126,0.51,0.269,313.482,0.505,,,,398.653,15271.158,94187.023,8058.677,1293.076,598.939,117871.719,4921.812,,4074.22,,22.048,0.036,71.403,0.115,,,869.87,1.401,,,,,269.746,0.434,,,2530.775,4.56,3.12,5.743,3.518,3.391,1.944,6.901,1.879,16.334,0.795,20.182,1.894,,14.632,1.962,17.866,2.954,,,,,
Africa,1990,,638157571,,22.758,0.036,659.297,-39.882,-5.704,1629.404,62.831,4.011,2.554,1.17,0.607,1.033,0.473,0.246,295.753,0.464,457.286,0.717,0.328,421.411,15930.455,95816.422,8354.431,1313.871,674.894,118841.984,5165.849,,4096.837,,20.795,0.033,75.954,0.119,2.428,3.367,970.264,1.521,714.81,1.12,312.74,0.49,244.036,0.383,,,2614.427,4.608,2.897,5.896,3.404,3.44,1.971,6.881,1.909,16.053,0.853,20.18,1.92,,7.763,1.982,19.894,2.638,,2148.5,1549.44,-202.012,-30.64
Africa,1991,,655040869,,24.383,0.037,688.954,29.657,4.498,1649.328,19.925,1.223,2.519,1.151,0.613,1.052,0.481,0.256,306.5,0.468,476.914,0.728,0.333,445.795,16619.41,97465.75,8660.931,1334.669,753.36,119801.406,5424.654,,3987.357,,20.799,0.032,78.466,0.12,2.451,3.382,959.418,1.465,740.89,1.131,316.52,0.483,258.805,0.395,,,2611.882,4.802,2.964,5.89,3.562,3.494,1.999,6.861,1.941,15.762,0.907,20.18,1.946,,7.35,2.007,20.168,2.662,,2215.11,1605.49,-212.04,-30.777
Africa,1992,,671931834,,24.862,0.037,668.606,-20.348,-2.953,1860.546,211.217,12.806,2.77,1.277,0.681,0.995,0.459,0.245,288.582,0.43,486.538,0.724,0.334,470.657,17288.016,99326.297,8949.514,1358.02,827.633,120991.25,5682.192,,3944.843,,23.351,0.035,74.273,0.111,2.422,3.33,1189.847,1.771,748.77,1.114,319.64,0.476,257.538,0.383,,,2650.665,4.7,2.961,6.773,3.436,3.542,2.024,6.86,1.968,15.577,0.951,20.214,1.973,,9.322,1.876,24.329,2.791,,2237.26,1627.6,-182.068,-27.231
Africa,1993,,689140286,,24.563,0.036,708.741,40.135,6.003,1973.726,113.181,6.083,2.865,1.322,0.724,1.029,0.475,0.26,318.848,0.463,502.03,0.729,0.336,495.22,17996.758,101300.023,9268.361,1379.81,909.354,122256.43,5944.01,,3853.4,,21.79,0.032,81.722,0.119,2.405,3.29,1265.179,1.836,762.15,1.106,321.66,0.467,261.818,0.38,,,2655.533,4.454,3.107,7.128,3.751,3.578,2.053,6.865,2.001,15.396,0.999,20.26,2,,8.928,2.009,25.945,2.836,,2267.39,1657.71,-206.711,-29.166
Africa,1994,,706488557,,25.059,0.035,719.465,10.724,1.513,2115.383,141.657,7.177,2.995,1.36,0.757,1.019,0.463,0.257,330.698,0.468,505.693,0.716,0.325,520.28,18716.221,103415.406,9599.059,1401.607,994.943,123652.562,6200.333,,3890.474,,21.797,0.031,85.588,0.121,2.474,3.336,1396.131,1.977,782.85,1.108,383.62,0.543,256.323,0.363,,,2748.576,4.258,3.132,7.484,3.868,3.606,2.08,6.876,2.035,15.218,1.046,20.313,2.023,,8.787,2.086,26.363,2.766,,2357.19,1747.54,-213.772,-29.713
Africa,1995,,724331972,,27.021,0.037,771.882,52.417,7.286,2177.917,62.533,2.956,3.008,1.338,0.747,1.066,0.474,0.265,346.863,0.479,529.578,0.731,0.325,547.301,19488.104,105593.32,9945.922,1425.704,1096.499,125058.805,6472.678,,3951.823,,24.097,0.033,101.557,0.14,2.496,3.339,1406.243,1.942,798.76,1.103,388.34,0.536,272.345,0.376,,,2862.431,4.341,3.29,7.576,3.944,3.636,2.111,6.889,2.07,15.079,1.103,20.367,2.049,,9.838,2.412,26.592,2.908,,2418.23,1808.08,-242.305,-31.391
Africa,1996,,742765067,,27.617,0.037,783.332,11.45,1.483,2084.466,-93.451,-4.291,2.807,1.193,0.697,1.055,0.448,0.262,353.13,0.476,523.059,0.704,0.299,574.918,20271.436,107677.797,10299.052,1449.491,1204.519,126360.18,6743.456,,3951.411,,23.787,0.032,108.019,0.145,2.521,3.314,1301.38,1.753,818.49,1.102,374.32,0.504,270.778,0.365,,,2934.97,4.347,3.242,7.079,3.917,3.665,2.14,6.893,2.104,14.94,1.161,20.404,2.071,,9.623,2.457,24.624,2.808,,2461.64,1872.27,-260.273,-33.226
Africa,1997,,761224818,,27.907,0.037,812.606,29.274,3.737,2142.792,58.326,2.798,2.816,1.165,0.702,1.068,0.442,0.266,360.843,0.474,556.253,0.731,0.302,602.825,21084.041,109820.586,10659.896,1472.885,1299.724,127690.656,7048.713,,3934.163,,23.394,0.031,95.205,0.125,2.495,3.281,1330.472,1.748,829.01,1.089,378.87,0.498,305.257,0.401,,,2994.783,4.22,3.344,6.823,4.024,3.688,2.17,6.892,2.138,14.798,1.201,20.385,2.102,,9.328,2.158,18.726,3.119,,2497.94,1899.46,-256.353,-31.547
Africa,1998,,779908311,,28.906,0.037,837.844,25.238,3.106,2260.018,117.226,5.471,2.899,1.166,0.738,1.075,0.432,0.274,355.518,0.456,573.161,0.735,0.296,631.731,21921.887,112080.602,11015.414,1495.846,1412.436,129113.125,7366.46,,3899.07,,22.961,0.029,112.712,0.145,2.491,3.299,1422.475,1.824,866.65,1.111,405.11,0.519,317.747,0.408,,,3040.917,4.389,3.46,7.609,4.074,3.715,2.201,6.905,2.172,14.675,1.254,20.433,2.134,,9.557,2.513,25.926,3.215,,2572.78,1942.7,-264.682,-31.591
Africa,1999,,799099611,,30.167,0.038,830.411,-7.433,-0.887,2100.405,-159.613,-7.062,2.629,1.033,0.661,1.04,0.408,0.261,366.536,0.459,596.805,0.747,0.294,661.899,22752.297,114181.008,11381.949,1519.415,1526.812,130383.438,7662.222,,3923.614,,23.569,0.03,114.377,0.143,2.428,3.211,1270.309,1.59,860.87,1.077,403.42,0.505,295.762,0.37,,,3135.358,4.366,3.358,6.95,4.139,3.74,2.229,6.906,2.205,14.573,1.302,20.456,2.156,,10.126,2.475,23.143,2.925,,2565.68,1940.36,-233.606,-28.131
Africa,2000,,818952374,,31.31,0.038,886.403,55.992,6.743,2086.257,-14.148,-0.674,2.548,0.97,0.636,1.083,0.412,0.27,370.263,0.452,599.545,0.732,0.279,693.209,23638.699,116267.258,11752.213,1574.697,1641.162,131583.625,7977.419,,3917.236,,55.282,0.068,114.35,0.14,2.422,3.151,1200.18,1.466,854.14,1.043,404.59,0.494,315.198,0.385,,,3208.03,4.337,3.482,6.825,4.023,3.764,2.26,6.904,2.237,14.71,1.345,20.48,2.182,,19.82,2.417,23.46,3.06,,2580.83,1983.22,-286.858,-32.362
